#title = mean sea level anomaly global ocean (Annual signals retained) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 3.05 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2014.9222,,,44.94000,
2014.9493,,,52.14000,
2014.9776,,,48.44000,
2015.0036,,,43.44000,
2015.0308,,,45.54000,
2015.0579,,,44.34000,
2015.0850,,,45.44000,
2015.1122,,,45.24000,
2015.1394,,,46.74000,
2015.1664,,,45.44000,
2015.1936,,,43.64000,
2015.2207,,,43.04000,
2015.2479,,,44.04000,
2015.2750,,,44.94000,
2015.3023,,,43.94000,
2015.3293,,,43.24000,
2015.3565,,,41.74000,
2015.3837,,,40.04000,
2015.4108,,,42.34000,
2015.4380,,,43.54000,
2015.4650,,,44.44000,
2015.4923,,,45.84000,
2015.5194,,,45.44000,
2015.5465,,,46.64000,
2015.5736,,,47.74000,
2015.6009,,,50.84000,
2015.6280,,,50.84000,
2015.6551,,,56.14000,
2015.6823,,,57.64000,
2015.7094,,,57.14000,
2015.7366,,,59.84000,
2015.7637,,,61.14000,
2015.7909,,,62.24000,
2015.8181,,,64.44000,
2015.8452,,,60.74000,
2015.8723,,,56.64000,
2015.8995,,,58.84000,
2015.9267,,,58.54000,
2015.9538,,,56.34000,
2015.9810,,,54.34000,
2016.0080,,,49.44000,
2016.0353,,,52.04000,
2016.0624,,,54.94000,
2016.0896,,,50.74000,
2016.1167,,,52.84000,
2016.1228,,,,51.25000
2016.1438,,,51.24000,50.65000
2016.1710,,,51.24000,50.65000
2016.1959,,,,48.25000
2016.1981,,,48.94000,
2016.2252,,,51.54000,52.35000
2016.2513,,,49.64000,
2016.2524,,,,48.95000
2016.2795,,,48.74000,
2016.2796,,,,48.75000
2016.3066,,,,47.05000
2016.3067,,,47.44000,
2016.3338,,,47.14000,
2016.3339,,,,46.55000
2016.3610,,,46.84000,46.65000
2016.3881,,,45.34000,46.25000
2016.4153,,,48.14000,48.25000
2016.4424,,,48.24000,
2016.4425,,,,48.05000
2016.4696,,,50.54000,50.15000
2016.4967,,,48.84000,48.95000
2016.5238,,,48.84000,
2016.5239,,,,48.85000
2016.5511,,,49.94000,49.45000
2016.5782,,,48.74000,47.85000
2016.6053,,,49.64000,48.65000
2016.6325,,,50.14000,48.95000
2016.6596,,,55.24000,
2016.6597,,,,54.55000
2016.6868,,,57.54000,57.35000
2016.7139,,,57.34000,58.75000
2016.7411,,,56.14000,58.35000
2016.7683,,,,56.95000
2016.7905,,,56.44000,
2016.7954,,,,60.35000
2016.8089,,,60.24000,
2016.8225,,,,60.95000
2016.8361,,,59.74000,
2016.8497,,,,62.55000
2016.8633,,,60.34000,
2016.8769,,,,62.75000
2016.8904,,,61.14000,
2016.9040,,,,65.35000
2016.9175,,,60.54000,
2016.9298,,,,61.15000
2016.9446,,,58.54000,
2016.9583,,,,58.05000
2016.9718,,,56.84000,
2016.9854,,,,55.75000
2016.9990,,,53.14000,
2017.0126,,,,53.95000
2017.0261,,,54.34000,
2017.0397,,,,54.45000
2017.0532,,,53.64000,
2017.0669,,,,52.25000
2017.0804,,,51.24000,
2017.0940,,,,48.95000
2017.1075,,,47.64000,
2017.1211,,,,48.55000
2017.1347,,,49.34000,
2017.1483,,,,48.05000
2017.1619,,,47.94000,
2017.1755,,,,49.05000
2017.1889,,,49.94000,
2017.2026,,,,48.95000
2017.2035,,,50.94000,
2017.2297,,,,49.25000
2017.2507,,,51.04000,
2017.2569,,,,50.35000
2017.2704,,,49.44000,
2017.2840,,,,48.45000
2017.2976,,,50.94000,
2017.3111,,,,48.25000
2017.3247,,,49.04000,
2017.3383,,,,47.85000
2017.3521,,,48.24000,
2017.3655,,,,47.15000
2017.3714,,,46.94000,
2017.3926,,,,44.05000
2017.4198,,,,46.85000
2017.4470,,,,46.75000
2017.4741,,,,47.25000
2017.5012,,,,48.85000
2017.5284,,,,49.65000
2017.5555,,,,50.25000
2017.5827,,,,54.95000
2017.6098,,,,54.05000
2017.6370,,,,55.15000
2017.6641,,,,57.35000
2017.6913,,,,60.75000
2017.7185,,,,62.35000
2017.7456,,,,60.75000
2017.7727,,,,61.75000
2017.7999,,,,63.85000
2017.8271,,,,65.65000
2017.8542,,,,66.95000
2017.8813,,,,65.85000
2017.9085,,,,65.75000
2017.9356,,,,64.15000
2017.9628,,,,63.15000
2017.9899,,,,58.85000
2018.0170,,,,57.55000
2018.0442,,,,57.35000
2018.0713,,,,57.05000
2018.0985,,,,56.45000
2018.1256,,,,51.85000
2018.1527,,,,49.95000
2018.1800,,,,53.35000
2018.2070,,,,53.25000
2018.2342,,,,51.55000
2018.2613,,,,49.35000
2018.2886,,,,50.55000
2018.3156,,,,50.75000
2018.3428,,,,51.15000
2018.3700,,,,50.85000
2018.3971,,,,49.55000
2018.4242,,,,50.55000
2018.4513,,,,50.75000
2018.4786,,,,50.55000
2018.5057,,,,51.55000
2018.5328,,,,54.15000
2018.5600,,,,55.05000
2018.5871,,,,55.25000
2018.6143,,,,56.75000
2018.6415,,,,58.15000
2018.6686,,,,60.45000
2018.6958,,,,64.35000
2018.7229,,,,65.05000
2018.7500,,,,68.95000
2018.7772,,,,67.55000
2018.8044,,,,69.05000
2018.8315,,,,70.85000
2018.8586,,,,68.45000
2018.8858,,,,66.85000
2018.9129,,,,64.35000
2018.9401,,,,64.05000
2018.9673,,,,63.15000
2018.9944,,,,62.85000
2019.0215,,,,59.65000
2019.0486,,,,63.45000
2019.0758,,,,59.35000
2019.1030,,,,60.55000
2019.1301,,,,58.85000
2019.1463,,,,58.25000
2019.1877,,,,58.15000
2019.2115,,,,60.05000
2019.2387,,,,58.75000
2019.2596,,,,57.25000
2019.2930,,,,56.65000
2019.3202,,,,58.35000
2019.3473,,,,60.45000
2019.3745,,,,57.25000
2019.4016,,,,55.65000
2019.4287,,,,54.85000
2019.4559,,,,59.25000
2019.4830,,,,59.25000
2019.5102,,,,61.05000
2019.5374,,,,60.05000
2019.5645,,,,60.55000
2019.5917,,,,61.75000
2019.6187,,,,66.45000
2019.6459,,,,68.95000
2019.6731,,,,68.85000
2019.7002,,,,70.55000
2019.7274,,,,71.45000
2019.7545,,,,70.55000
2019.7817,,,,73.05000
2019.8088,,,,72.85000
2019.8360,,,,71.35000
2019.8631,,,,74.65000
2019.8903,,,,72.15000
2019.9174,,,,71.15000
2019.9446,,,,70.85000
2019.9717,,,,68.75000
2019.9989,,,,67.35000
2020.0260,,,,63.45000
2020.0531,,,,61.15000
2020.0749,,,,61.85000
2020.1119,,,,65.65000
2020.1346,,,,63.85000
2020.1617,,,,60.05000
2020.1889,,,,61.55000
2020.2160,,,,58.05000
2020.2432,,,,59.95000
2020.2703,,,,62.15000
2020.2975,,,,59.55000
2020.3247,,,,59.05000
2020.3518,,,,60.75000
2020.3789,,,,61.25000
2020.4061,,,,62.25000
2020.4332,,,,62.35000
2020.4595,,,,59.55000
2020.4875,,,,62.45000
2020.5147,,,,61.95000
2020.5418,,,,63.85000
2020.5690,,,,65.45000
2020.5961,,,,66.35000
2020.6232,,,,65.25000
2020.6504,,,,68.05000
2020.6776,,,,70.85000
2020.7048,,,,72.15000
2020.7319,,,,73.35000
2020.7590,,,,75.35000
2020.7862,,,,77.65000
2020.8115,,,,78.05000
2020.8413,,,,79.55000
2020.8676,,,,77.55000
2020.8948,,,,73.15000
2020.9219,,,,75.65000
2020.9490,,,,72.65000
2020.9762,,,,71.95000
2021.0033,,,,71.25000
2021.0305,,,,71.75000
2021.0576,,,,70.75000
2021.0848,,,,71.65000
2021.1119,,,,67.25000
2021.1390,,,,64.65000
2021.1662,,,,62.55000
2021.1934,,,,64.15000
2021.2205,,,,65.05000
2021.2477,,,,67.35000
2021.2748,,,,68.15000
2021.3015,,,,67.95000
2021.3291,,,,63.85000
2021.3562,,,,65.25000
2021.3834,,,,66.35000
2021.4105,,,,65.25000
2021.4377,,,,62.45000
2021.4649,,,,66.25000
2021.4920,,,,67.05000
2021.5192,,,,67.95000
2021.5463,,,,68.05000
2021.5735,,,,71.45000
2021.6005,,,,73.15000
2021.6278,,,,74.85000
2021.6549,,,,72.15000
2021.6821,,,,75.05000
2021.7092,,,,78.45000
2021.7364,,,,79.45000
2021.7635,,,,81.15000
2021.7906,,,,81.95000
2021.8178,,,,84.25000
2021.8449,,,,81.75000
2021.8721,,,,79.65000
2021.8992,,,,81.25000
2021.9264,,,,82.45000
2021.9535,,,,76.85000
2021.9807,,,,73.85000
2022.0078,,,,74.75000
2022.0350,,,,75.85000
2022.0622,,,,75.45000
2022.0892,,,,71.85000
2022.1156,,,,72.95000
2022.1427,,,,66.95000
2022.1704,,,,64.35000
2022.1971,,,,67.45000
2022.2238,,,,71.25000
2022.2521,,,,69.45000
2022.2658,,,,71.15000
2022.3200,,,,64.05000
2022.3373,,,,65.65000
2022.3589,,,,62.25000
